YEAR,LocationAbbr,LocationDesc,TopicDesc,MeasureDesc,DataSource,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Education,TopicId,MeasureId,StratificationID1,StratificationID4,SubMeasureID,DisplayOrder
2016,OK,Oklahoma,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,20,2.3,15.5,24.6,1148,Male,Middle School,106BEH,166SSA,2GEN,1EDU,YTS08,8
2005,MO,Missouri,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.9,0.3,0.3,1.5,1694,Overall,Middle School,151BEH,169USS,1GEN,1EDU,YTS12,12
2000,NY,New York,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,75.1,3.1,69,81.2,292,Male,High School,105BEH,169QUA,2GEN,2EDU,YTS05,5
2000,KY,Kentucky,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,2.2,0.6,0.9,3.4,607,Female,High School,151BEH,169USS,3GEN,2EDU,YTS10,10
2008,PA,Pennsylvania,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,42.6,2.2,38.2,47,1214,Male,High School,106BEH,166SSA,2GEN,2EDU,YTS08,8
2007,UT,Utah,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,4.1,0.6,2.9,5.3,1988,Male,High School,106BEH,166SSA,2GEN,2EDU,YTS09,9
1999,AR,Arkansas,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,27.3,2.4,22.5,32.1,406,Overall,Middle School,151BEH,169USS,1GEN,1EDU,YTS11,11
2002,CT,Connecticut,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,50.3,5.6,39.3,61.3,113,Overall,Middle School,105BEH,170CES,1GEN,1EDU,YTS01,1
2000,KS,Kansas,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,5.7,1.4,3,8.5,779,Male,High School,151BEH,169USS,2GEN,2EDU,YTS12,12
2003,MS,Mississippi,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,50.1,2.5,45.2,55,869,Overall,Middle School,105BEH,170CES,1GEN,1EDU,YTS01,1
2002,TN,Tennessee,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,9.1,1,7.2,11,3835,Male,High School,151BEH,169USS,2GEN,2EDU,YTS12,12
2015,AZ,Arizona,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,4.4,1,2.4,6.5,697,Male,Middle School,151BEH,169USS,2GEN,1EDU,YTS11,11
2004,NC,North Carolina,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,1.5,0.4,0.8,2.3,1501,Female,Middle School,151BEH,169USS,3GEN,1EDU,YTS10,10
2016,MS,Mississippi,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,70.7,2.9,65,76.5,94,Male,High School,105BEH,169QUA,2GEN,2EDU,YTS05,5
2003,MS,Mississippi,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,48.7,3.3,42.2,55.2,463,Male,Middle School,105BEH,170CES,2GEN,1EDU,YTS02,2
2011,GA,Georgia,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,28.7,2.5,23.8,33.6,915,Male,High School,151BEH,169USS,2GEN,2EDU,YTS11,11
2013,ND,North Dakota,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,48.9,3.7,41.7,56.1,239,Overall,High School,105BEH,170CES,1GEN,2EDU,YTS01,1
2010,AR,Arkansas,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,46.2,6.3,33.9,58.5,78,Male,Middle School,105BEH,170CES,2GEN,1EDU,YTS02,2
2005,SC,South Carolina,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.7,0.4,0,1.6,615,Female,Middle School,151BEH,169USS,3GEN,1EDU,YTS12,12
2010,IN,Indiana,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,1.1,0.3,0.6,1.6,1002,Male,Middle School,106BEH,166SSA,2GEN,1EDU,YTS09,9
2006,IL,Illinois,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,40.9,5.5,30.1,51.7,93,Male,High School,105BEH,170CES,2GEN,2EDU,YTS02,2
2010,IL,Illinois,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,4.8,1,2.8,6.8,1373,Overall,Middle School,106BEH,166SSA,1GEN,1EDU,YTS07,7
2005,CT,Connecticut,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,53.3,5.4,42.8,63.8,89,Overall,Middle School,105BEH,170CES,1GEN,1EDU,YTS01,1
2013,CT,Connecticut,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,,,,,,Female,Middle School,105BEH,169QUA,3GEN,1EDU,YTS06,6
2000,AR,Arkansas,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,35.8,2.4,31.2,40.5,1339,Overall,High School,106BEH,166SSA,1GEN,2EDU,YTS07,7
2009,SC,South Carolina,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.1,1.3,6.6,11.6,659,Male,Middle School,106BEH,166SSA,2GEN,1EDU,YTS07,7
2013,SC,South Carolina,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,57.6,2.9,51.9,63.3,211,Overall,High School,105BEH,169QUA,1GEN,2EDU,YTS04,4
2005,UT,Utah,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.3,0.2,0,0.7,741,Female,Middle School,151BEH,169USS,3GEN,1EDU,YTS12,12
2003,UT,Utah,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,7.4,1.8,3.8,11,1220,Female,High School,106BEH,166SSA,3GEN,2EDU,YTS07,7
2007,SD,South Dakota,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,4.8,1,2.9,6.7,1345,Male,Middle School,106BEH,166SSA,2GEN,1EDU,YTS07,7
2000,MN,Minnesota,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,3.3,0.5,2.4,4.3,2345,Male,Middle School,151BEH,169USS,2GEN,1EDU,YTS10,10
2013,NC,North Carolina,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,13.1,1,11.2,15,3657,Overall,Middle School,106BEH,166SSA,1GEN,1EDU,YTS08,8
2015,NE,Nebraska,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,44,7.3,29.6,58.3,86,Male,High School,105BEH,170CES,2GEN,2EDU,YTS02,2
2002,KS,Kansas,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,5.7,0.9,3.9,7.6,1414,Overall,Middle School,106BEH,166SSA,1GEN,1EDU,YTS07,7
2010,AR,Arkansas,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,11.8,1.6,8.7,14.9,1103,Female,High School,151BEH,169USS,3GEN,2EDU,YTS11,11
2008,OH,Ohio,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,9.9,1.4,7.2,12.6,675,Female,High School,151BEH,169USS,3GEN,2EDU,YTS11,11
2004,AL,Alabama,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,13.1,1.8,9.6,16.5,1362,Overall,Middle School,106BEH,166SSA,1GEN,1EDU,YTS07,7
2001,PA,Pennsylvania,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,1.3,0.2,0.8,1.8,4212,Female,High School,151BEH,169USS,3GEN,2EDU,YTS10,10
2007,AZ,Arizona,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,15.1,1.5,12.2,18,1712,Overall,High School,151BEH,169USS,1GEN,2EDU,YTS11,11
2002,OK,Oklahoma,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,57.1,4.7,48,66.3,174,Female,High School,105BEH,170CES,3GEN,2EDU,YTS03,3
2009,CT,Connecticut,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.1,0.2,0,0.4,1150,Female,High School,151BEH,169USS,3GEN,2EDU,YTS12,12
2015,IL,Illinois,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,0.2,0.1,0,0.5,1143,Female,Middle School,106BEH,166SSA,3GEN,1EDU,YTS09,9
2011,LA,Louisiana,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,4.8,0.6,3.7,5.9,1344,Overall,Middle School,151BEH,169USS,1GEN,1EDU,YTS10,10
2016,DE,Delaware,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,29.7,2.4,25,34.4,1142,Male,High School,106BEH,166SSA,2GEN,2EDU,YTS08,8
2014,NJ,New Jersey,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,63.7,2.4,59.1,68.3,259,Overall,High School,105BEH,169QUA,1GEN,2EDU,YTS04,4
2000,DE,Delaware,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,1,0.2,0.5,1.5,2205,Male,Middle School,151BEH,169USS,2GEN,1EDU,YTS12,12
2007,UT,Utah,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,,,,,,Overall,Middle School,105BEH,170CES,1GEN,1EDU,YTS01,1
2000,MS,Mississippi,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,15.1,1.7,11.8,18.4,754,Male,High School,106BEH,166SSA,2GEN,2EDU,YTS09,9
2001,MI,Michigan,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,56.7,4.1,48.5,64.8,77,Male,Middle School,105BEH,169QUA,2GEN,1EDU,YTS05,5
2009,MO,Missouri,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,21.7,3,15.8,27.6,1502,Overall,High School,151BEH,169USS,1GEN,2EDU,YTS11,11
2002,MD,Maryland,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,51.6,0.6,50.4,52.8,17074,Male,High School,106BEH,166SSA,2GEN,2EDU,YTS08,8
2015,HI,Hawaii,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.6,0.3,0,1.2,944,Female,High School,151BEH,169USS,3GEN,2EDU,YTS12,12
2015,PA,Pennsylvania,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,4.9,0.9,3.1,6.7,1039,Male,High School,151BEH,169USS,2GEN,2EDU,YTS12,12
2000,DC,District of Columbia,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,6.4,1.1,4.4,8.5,632,Female,Middle School,151BEH,169USS,3GEN,1EDU,YTS11,11
2011,AZ,Arizona,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.4,0.1,0.2,0.6,1965,Female,Middle School,151BEH,169USS,3GEN,1EDU,YTS12,12
2004,WI,Wisconsin,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,2.4,0.6,1.2,3.6,1433,Overall,High School,151BEH,169USS,1GEN,2EDU,YTS12,12
2003,UT,Utah,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,52,4.7,42.8,61.1,132,Male,High School,105BEH,169QUA,2GEN,2EDU,YTS05,5
2002,OK,Oklahoma,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,8,1.2,5.7,10.4,973,Male,Middle School,151BEH,169USS,2GEN,1EDU,YTS10,10
2001,MI,Michigan,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,45,6.1,33,57,68,Male,Middle School,105BEH,170CES,2GEN,1EDU,YTS02,2
2007,AR,Arkansas,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,17.8,1.4,15.1,20.5,987,Female,High School,106BEH,166SSA,3GEN,2EDU,YTS07,7
2000,CT,Connecticut,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,52.5,7.6,37.5,67.4,83,Female,Middle School,105BEH,169QUA,3GEN,1EDU,YTS06,6
2010,IN,Indiana,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,7.2,0.7,5.9,8.5,2635,Overall,High School,151BEH,169USS,1GEN,2EDU,YTS10,10
2014,MS,Mississippi,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,8.8,1.2,6.4,11.2,1393,Overall,Middle School,151BEH,169USS,1GEN,1EDU,YTS11,11
2003,MO,Missouri,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,63.1,2.1,58.9,67.2,652,Male,High School,106BEH,166SSA,2GEN,2EDU,YTS08,8
2000,NY,New York,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,14.2,2.2,9.9,18.5,2035,Overall,High School,106BEH,166SSA,1GEN,2EDU,YTS09,9
2001,MI,Michigan,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,12.5,0.8,10.9,14,1632,Male,High School,106BEH,166SSA,2GEN,2EDU,YTS09,9
2002,IA,Iowa,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,56.8,4,48.9,64.7,350,Overall,High School,105BEH,169QUA,1GEN,2EDU,YTS04,4
2006,NJ,New Jersey,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,3.5,0.6,2.3,4.7,1885,Male,Middle School,151BEH,169USS,2GEN,1EDU,YTS10,10
2000,TN,Tennessee,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,16.4,0.8,14.8,18,10317,Overall,Middle School,106BEH,166SSA,1GEN,1EDU,YTS07,7
2000,WV,West Virginia,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,58.1,2.9,52.4,63.8,268,Female,High School,105BEH,170CES,3GEN,2EDU,YTS03,3
2000,AL,Alabama,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,24.7,1.7,21.3,28.1,1539,Overall,High School,151BEH,169USS,1GEN,2EDU,YTS11,11
2002,IL,Illinois,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,58.3,5.6,47.3,69.4,185,Female,High School,105BEH,170CES,3GEN,2EDU,YTS03,3
1999,MO,Missouri,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,47.5,2.3,43,52,1492,Overall,Middle School,106BEH,166SSA,1GEN,1EDU,YTS08,8
2013,OK,Oklahoma,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,21,2.1,16.9,25.1,1437,Male,Middle School,106BEH,166SSA,2GEN,1EDU,YTS08,8
2013,SC,South Carolina,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,25.2,2.8,19.8,30.6,782,Male,Middle School,106BEH,166SSA,2GEN,1EDU,YTS08,8
2003,WI,Wisconsin,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,51.4,7.1,37.4,65.4,51,Male,Middle School,105BEH,169QUA,2GEN,1EDU,YTS05,5
2003,CA,California,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,16.6,1.1,14.5,18.8,10183,Overall,Middle School,106BEH,166SSA,1GEN,1EDU,YTS08,8
2008,IN,Indiana,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.7,0.4,0,1.4,1783,Female,High School,151BEH,169USS,3GEN,2EDU,YTS12,12
2000,TN,Tennessee,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,61.8,1.4,59,64.5,1492,Overall,Middle School,105BEH,169QUA,1GEN,1EDU,YTS04,4
2012,MS,Mississippi,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,40.3,5.6,29.3,51.3,82,Overall,Middle School,105BEH,170CES,1GEN,1EDU,YTS01,1
2009,AZ,Arizona,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,4,0.8,2.5,5.5,1132,Female,Middle School,106BEH,166SSA,3GEN,1EDU,YTS07,7
2002,PA,Pennsylvania,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,54,3.8,46.5,61.6,358,Male,Middle School,105BEH,169QUA,2GEN,1EDU,YTS05,5
1999,TN,Tennessee,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,1.8,0.6,0.6,3,632,Female,Middle School,151BEH,169USS,3GEN,1EDU,YTS10,10
2000,MS,Mississippi,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,67.7,3.4,61.1,74.3,183,Female,High School,105BEH,169QUA,3GEN,2EDU,YTS06,6
2002,OH,Ohio,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,61.4,6.6,48.5,74.3,60,Female,Middle School,105BEH,170CES,3GEN,1EDU,YTS03,3
2010,OH,Ohio,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,10.4,1.3,7.9,12.9,1530,Overall,Middle School,151BEH,169USS,1GEN,1EDU,YTS11,11
2013,CT,Connecticut,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,43,3.3,36.6,49.4,173,Overall,High School,105BEH,170CES,1GEN,2EDU,YTS01,1
2015,MS,Mississippi,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0,0,0,0,712,Female,Middle School,151BEH,169USS,3GEN,1EDU,YTS12,12
2001,MI,Michigan,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,62.2,1.5,59.2,65.2,3215,Overall,High School,106BEH,166SSA,1GEN,2EDU,YTS08,8
2004,NM,New Mexico,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,55.7,5.9,44.1,67.2,80,Female,Middle School,105BEH,170CES,3GEN,1EDU,YTS03,3
2016,DE,Delaware,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,1.1,0.2,0.6,1.6,1600,Overall,Middle School,151BEH,169USS,1GEN,1EDU,YTS10,10
2002,IL,Illinois,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,7.6,1.5,4.6,10.5,1590,Overall,Middle School,106BEH,166SSA,1GEN,1EDU,YTS07,7
2002,MS,Mississippi,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.7,0.2,0.2,1.1,1209,Female,High School,151BEH,169USS,3GEN,2EDU,YTS12,12
2013,LA,Louisiana,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,60.5,5.3,50.1,70.9,143,Overall,High School,105BEH,169QUA,1GEN,2EDU,YTS04,4
2013,CT,Connecticut,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,1.4,0.4,0.7,2.1,2900,Overall,Middle School,106BEH,166SSA,1GEN,1EDU,YTS07,7
2010,AR,Arkansas,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.8,0.4,0.1,1.5,1100,Female,High School,151BEH,169USS,3GEN,2EDU,YTS12,12
2012,OH,Ohio,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,12.6,2.5,7.7,17.5,494,Female,Middle School,151BEH,169USS,3GEN,1EDU,YTS11,11
2011,MO,Missouri,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,0.4,0.3,0,0.9,957,Male,Middle School,106BEH,166SSA,2GEN,1EDU,YTS09,9
2001,SD,South Dakota,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,1.6,0.4,0.8,2.4,2389,Overall,Middle School,151BEH,169USS,1GEN,1EDU,YTS12,12
2008,MS,Mississippi,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,1.5,0.4,0.8,2.2,1844,Overall,Middle School,106BEH,166SSA,1GEN,1EDU,YTS09,9
2001,PA,Pennsylvania,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,12.3,1.2,10,14.7,4007,Male,High School,151BEH,169USS,2GEN,2EDU,YTS10,10
2002,NE,Nebraska,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,60.8,2.2,56.4,65.2,665,Overall,High School,105BEH,169QUA,1GEN,2EDU,YTS04,4
2002,NC,North Carolina,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,64.2,1.9,60.5,68,4926,Overall,High School,106BEH,166SSA,1GEN,2EDU,YTS08,8
2000,AL,Alabama,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,12.9,1.4,10.1,15.7,816,Female,High School,106BEH,166SSA,3GEN,2EDU,YTS09,9
2007,MO,Missouri,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,54.3,5.9,42.8,65.8,116,Female,High School,105BEH,169QUA,3GEN,2EDU,YTS06,6
2007,AZ,Arizona,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,1,0.5,0,2,1085,Female,Middle School,106BEH,166SSA,3GEN,1EDU,YTS09,9
2007,UT,Utah,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,1.1,0.3,0.5,1.7,730,Female,Middle School,151BEH,169USS,3GEN,1EDU,YTS10,10
2007,UT,Utah,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,2.6,0.7,1.2,4,691,Male,Middle School,151BEH,169USS,2GEN,1EDU,YTS10,10
2005,AR,Arkansas,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,57.8,4.3,49.4,66.2,198,Male,High School,105BEH,170CES,2GEN,2EDU,YTS02,2
2008,LA,Louisiana,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,8,1.1,5.8,10.2,782,Female,Middle School,151BEH,169USS,3GEN,1EDU,YTS11,11
2006,MS,Mississippi,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,44.5,5.6,33.6,55.4,107,Male,High School,105BEH,169QUA,2GEN,2EDU,YTS05,5
2007,AR,Arkansas,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,6.4,1.1,4.3,8.5,981,Male,High School,151BEH,169USS,2GEN,2EDU,YTS12,12
2008,NJ,New Jersey,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.5,0.2,0.1,0.9,1500,Female,High School,151BEH,169USS,3GEN,2EDU,YTS12,12
2015,LA,Louisiana,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,,,,,,Female,Middle School,105BEH,170CES,3GEN,1EDU,YTS03,3
2011,SC,South Carolina,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,25.8,2.7,20.6,31,1495,Overall,Middle School,106BEH,166SSA,1GEN,1EDU,YTS08,8
2003,AZ,Arizona,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,15.1,1.1,13,17.2,1567,Overall,High School,151BEH,169USS,1GEN,2EDU,YTS11,11
2006,PA,Pennsylvania,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,,,,,,Female,Middle School,105BEH,169QUA,3GEN,1EDU,YTS06,6
2000,NH,New Hampshire,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,4.5,0.8,3,6.1,698,Female,Middle School,151BEH,169USS,3GEN,1EDU,YTS11,11
2015,AZ,Arizona,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,,,,,,Female,Middle School,105BEH,170CES,3GEN,1EDU,YTS03,3
2014,MS,Mississippi,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,4.2,0.9,2.3,6,1613,Overall,High School,106BEH,166SSA,1GEN,2EDU,YTS09,9
2014,OH,Ohio,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,0.2,0.2,0,0.5,596,Female,Middle School,106BEH,166SSA,3GEN,1EDU,YTS09,9
2011,OK,Oklahoma,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,,,,,,Male,Middle School,105BEH,170CES,2GEN,1EDU,YTS02,2
2002,IL,Illinois,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,65.8,3.8,58.3,73.2,763,Female,High School,106BEH,166SSA,3GEN,2EDU,YTS08,8
2004,VT,Vermont,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,53.1,3.3,46.6,59.7,265,Overall,High School,105BEH,169QUA,1GEN,2EDU,YTS04,4
2015,IL,Illinois,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,50.2,7,36.4,63.9,83,Male,High School,105BEH,169QUA,2GEN,2EDU,YTS05,5
2002,IA,Iowa,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,65,9.4,46.6,83.4,74,Overall,Middle School,105BEH,169QUA,1GEN,1EDU,YTS04,4
2006,IL,Illinois,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,5.7,1.1,3.6,7.8,618,Female,Middle School,151BEH,169USS,3GEN,1EDU,YTS11,11
2006,PA,Pennsylvania,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,41.3,2.8,35.8,46.8,804,Male,High School,106BEH,166SSA,2GEN,2EDU,YTS08,8
2007,MO,Missouri,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,37.9,6.6,24.9,50.9,89,Overall,Middle School,105BEH,170CES,1GEN,1EDU,YTS01,1
1999,GA,Georgia,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,51,2.4,46.2,55.8,613,Male,Middle School,106BEH,166SSA,2GEN,1EDU,YTS08,8
2006,SC,South Carolina,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,2.2,0.5,1.3,3.1,1333,Overall,Middle School,106BEH,166SSA,1GEN,1EDU,YTS09,9
2012,OH,Ohio,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,,,,,,Female,Middle School,105BEH,169QUA,3GEN,1EDU,YTS06,6
2016,MS,Mississippi,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,,,,,,Female,Middle School,105BEH,169QUA,3GEN,1EDU,YTS06,6
2016,OK,Oklahoma,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,0.7,0.3,0.2,1.2,2504,Overall,Middle School,106BEH,166SSA,1GEN,1EDU,YTS09,9
2013,HI,Hawaii,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,9.5,2.1,5.4,13.6,681,Male,High School,151BEH,169USS,2GEN,2EDU,YTS11,11
2006,IA,Iowa,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,22.4,2.8,17,27.8,1113,Female,High School,106BEH,166SSA,3GEN,2EDU,YTS07,7
2000,OK,Oklahoma,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,15.2,1.9,11.5,18.8,791,Female,Middle School,106BEH,166SSA,3GEN,1EDU,YTS07,7
2000,MN,Minnesota,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,61,1.3,58.4,63.6,1968,Overall,High School,105BEH,170CES,1GEN,2EDU,YTS01,1
